"Meaning";"Reading";Context Sentence JP;Context Sentence EN;"JLPT (by voc lvl)";"Item";"Joyo Grade"
"Buddhist Scriptures, Buddhist Writing";"ぶってん";"その仏典はこの箱の中にしまってもらえますか？";"Can you put the Buddhist scriptures in this box?";"None";"仏典";"仏: 5, 典: 4"
"Buddhist Scriptures, Buddhist Writing";"ぶってん";"こんざつ時は、ゆずり合って仏典をご利用ください。";"During peak hours, please be considerate of others waiting to use the Buddhist writings.";"None";"仏典";"仏: 5, 典: 4"
"Buddhist Scriptures, Buddhist Writing";"ぶってん";"仏典がどのようにしてサンスクリット語から漢語に訳されたのかご存じですか？";"Do you know how the Buddhist scriptures were translated from Sanskrit to Chinese?";"None";"仏典";"仏: 5, 典: 4"
"Character Dictionary, Kanji Dictionary";"じてん";"コウイチは、ぬれた字典について、ビエトにせつ明を要求しました。";"Koichi demanded an explanation about the wet character dictionary from Viet.";"None";"字典";"字: 1, 典: 4"
"Character Dictionary, Kanji Dictionary";"じてん";"とつ然大雨になったので、手でもっていた字典がびしょぬれになっちゃったんです。";"It suddenly started pouring rain and the kanji dictionary I was holding got soaking wet.";"None";"字典";"字: 1, 典: 4"
"Character Dictionary, Kanji Dictionary";"じてん";"この書道字典はあそこの古本屋で買ったんです。";"I bought this calligraphy character dictionary at a secondhand bookstore over there.";"None";"字典";"字: 1, 典: 4"
"Encyclopedia";"じてん";"コウイチなら、サンルームの日光浴用のイスで事典とにらめっこしていますよ。";"If you are looking for Koichi, he is staring at an encyclopedia on the lounge chair in the sunroom.";"None";"事典";"事: 3, 典: 4"
"Encyclopedia";"じてん";"あなたが事典を万引きしたしゅん間がカメラに映っているんですよ。";"The camera showed that you shoplifted an encyclopedia.";"None";"事典";"事: 3, 典: 4"
"Encyclopedia";"じてん";"本としてはちょっと大きすぎたので、私は百科事典を枕として使っていました。";"I used my encyclopedia as a pillow because it was too big to be a book.";"None";"事典";"事: 3, 典: 4"
"Adventure";"ぼうけん";"ビエトは仕事を残したまま、冒険に出かけた。";"Viet left the work unfinished and went on an adventure.";"N3";"冒険";"冒: 9, 険: 5"
"Adventure";"ぼうけん";"明日からの冒険のために、力を残しておいた方がいいよ。";"We should reserve our energy for our adventure tomorrow.";"N3";"冒険";"冒: 9, 険: 5"
"Adventure";"ぼうけん";"私たち、ナイル川を遡るっていう冒険旅行をしたんだけど、彼氏が西ナイル熱にかかっちゃってさあ。未だに病院で入院してるんだよね。";"We went on an adventure trip up the Nile River, but my boyfriend caught West Nile Virus and he is still in the hospital.";"N3";"冒険";"冒: 9, 険: 5"
"Joke";"じょうだん";"つまらない冗談に係わってるひまはないんだよ。";"I have no time to waste on a stupid joke.";"N3";"冗談";"冗: 9, 談: 3"
"Joke";"じょうだん";"トーフグはポッドキャストで冗談ばかり言っているが、時々冗談の通じない人からいかりのメールをもらうことがあります。";"Tofugu likes joking on their podcast, but sometimes they get angry emails from people who don't get the jokes.";"N3";"冗談";"冗: 9, 談: 3"
"Joke";"じょうだん";"冗談はヤメてよ！何でフレンチレストランなんて行きたいの？私達の柄じゃないっしょ。飲めればどこでもいいじゃん？違う？";"Stop joking around. Why do you want to go to a French restaurant? We shouldn’t break our pattern. If we’re just going drinking, anywhere is fine, right?";"N3";"冗談";"冗: 9, 談: 3"
"Risky, Unsafe, Dangerous, Danger, Peril, Hazard";"きけん";"まだ危険なじょうきょうだが、回ふくの希望はある。";"It's still a risky situation, but there is hope for his recovery.";"N4";"危険";"危: 6, 険: 5"
"Risky, Unsafe, Dangerous, Danger, Peril, Hazard";"きけん";"駅ではよく、「危険ですから黄色い線の内がわまでお下がりください」というアナウンスが流れています。";"In stations, there is often an announcement that says, ""It will be unsafe, so please stay behind the yellow line.""";"N4";"危険";"危: 6, 険: 5"
"Risky, Unsafe, Dangerous, Danger, Peril, Hazard";"きけん";"我が社が現在債務不履行の危険性に瀕しているのは真実だが、リスクを覚悟のうえで、信頼に基づいて行動し続けるしかないと思うんだ。";"That's true that our company is at risk of defaulting on its loan, but I believe that we have to keep taking risks and acting based on our faith.";"N4";"危険";"危: 6, 険: 5"
"Dangerous, Risky";"あぶない";"危ないから、車に荷物をつむのは力の強いビエトにやってもらおう。";"It's dangerous, so just leave loading the baggage into the car to Viet, who's strong.";"N5";"危ない";"危: 6"
"Dangerous, Risky";"あぶない";"四つ葉のクローバーを見つけたら幸運がおとずれるって言うけど、ぎゃくに危ない目にあっちゃったよ。";"They say if you find a four-leaf clover, you'll have good luck, but I got in a dangerous situation instead.";"N5";"危ない";"危: 6"
"Dangerous, Risky";"あぶない";"危ない会社のこんなに危ない計画に巻き込まれることに、誰も反対しなかったなんて信じられないよ！";"I can’t believe no one opposed getting involved in the risky plan of such a risky company.";"N5";"危ない";"危: 6"
"To Take, To Take Something";"とる";"運転めんきょ証がやっと取れました！";"I finally got my driver's license!";"N5";"取る";"取: 3"
"To Take, To Take Something";"とる";"たなからマグカップを取ってくれない？";"Can you take a mug from the shelf for me?";"N5";"取る";"取: 3"
"To Take, To Take Something";"とる";"私がこの行動の責任はすべて取ります。本当にごめんなさい。";"I take full responsibility for my actions. I am truly sorry.";"N5";"取る";"取: 3"
"Crude, Vulgar, Vulgarity";"げひん";"私は下品な英語の基本をマスターしました。";"I've mastered the fundamentals of vulgar English.";"N1";"下品";"下: 1, 品: 3"
"Crude, Vulgar, Vulgarity";"げひん";"はるか遠くから、下品な笑い声が聞こえてきた。";"I heard a vulgar laugh from the distance.";"N1";"下品";"下: 1, 品: 3"
"Crude, Vulgar, Vulgarity";"げひん";"あなたの下品なメールは会社に戻ってからじっくり読ませてもらいます。";"I’ll carefully read your crude email for you when I get back to the office.";"N1";"下品";"下: 1, 品: 3"
"A Work, Work, Production";"さくひん";"この箱庭の作品は、マッチ箱で作られています。";"This miniature garden work is made from a matchbox.";"N3";"作品";"作: 2, 品: 3"
"A Work, Work, Production";"さくひん";"トーフグオフィスの入り口にあるヘンテコな像は、コウイチの十五才の時の作品ですよ。";"The strange statue at the entrance of Tofugu office is a work of Koichi's from when he was fifteen.";"N3";"作品";"作: 2, 品: 3"
"A Work, Work, Production";"さくひん";"久々にいい作品に出会ったわ。進撃の巨人は、私の好きなアニメの歴代三位に入るんじゃないかってくらい良かったよ。マジでお薦めするわ。";"It’s been a while since I came across a work I like. Attack on Titan is so good that it might be one of my top three anime. I highly recommend it.";"N3";"作品";"作: 2, 品: 3"
"Article, Item, Goods";"しな, ひん";"この品は、まとめ買いがおとくですよ。";"You can get a discount if you buy this item in bulk.";"N3";"品";"品: 3"
"Article, Item, Goods";"しな, ひん";"彼は男らしくて良い人だけど、品のないしゃべり方をするので少し苦手です。";"He is a nice, manly person but he uses coarse language, so I find it a bit difficult to get along with him.";"N3";"品";"品: 3"
"Article, Item, Goods";"しな, ひん";"コウイチさんから開業祝いの品が届いたので、机の上に置いておいたよ。ちなみにメッセージカードには、「あまりにも早く独立開業を成し遂げたあなたのパワーに圧倒されています」って書いあるよ。";"A congratulatory gift for the new business’s opening arrived from Mr. Koichi and I put it on your desk. On the card he wrote that you overwhelmed him with your power and how fast you were able to open your business.";"N3";"品";"品: 3"
"Brand New, New Item, New Product";"しんぴん";"線路に新品のそろばんを落としてしまいました。";"I dropped my brand new abacus onto the train tracks.";"None";"新品";"新: 2, 品: 3"
"Brand New, New Item, New Product";"しんぴん";"新品のジーパンになっとうをこぼしてしまって、テンションめっちゃ下がってます。";"I spilt some fermented soy beans on my new jeans and that ruined my mood.";"None";"新品";"新: 2, 品: 3"
"Brand New, New Item, New Product";"しんぴん";"「新しいパソコンを買ったんだって？」「うーん。新品ではないんだけどね。ビエトのお下がりだよ。」";"""I heard you bought a new computer."" ""Well, it’s not brand new. It’s a hand-me-down from Viet.""";"None";"新品";"新: 2, 品: 3"
"Merchandise, Product, Goods";"しょうひん";"ワニカニは、トーフグのヒット商品です。";"WaniKani is Tofugu's hit product.";"N3";"商品";"商: 3, 品: 3"
"Merchandise, Product, Goods";"しょうひん";"あの会社の商品にはいつも保証がついてるから、私はそこで買うことが多いかな。";"Their merchandise is always guaranteed, so I tend to buy things from them.";"N3";"商品";"商: 3, 品: 3"
"Merchandise, Product, Goods";"しょうひん";"この新商品は大成功を収めると信じているんだ。そして、君にはこの商品の店内キャンペーンでの販売促進に取り組んでもらいたいと思っているんだ。頼りにしているよ。";"I believe this new product will be a big success and I’d like you to work on promoting it through in-store campaigns. I’m really counting on you.";"N3";"商品";"商: 3, 品: 3"
"To Rejoice, To Become Happy, To Be Glad";"よろこぶ";"やっとラケットの真ん中にボールを当てることができて、息子はとても喜んでいました。";"My son was very happy when he finally hit the ball with the center of the racket.";"N4";"喜ぶ";"喜: 4"
"To Rejoice, To Become Happy, To Be Glad";"よろこぶ";"うちの母、初めて白がぞめをしたんだけど、十才はわか返って見えるって言って、本人はすごく喜んでるよ。";"My mom dyed her gray hairs for the first time, and now she thinks she looks at least ten years younger, so she is rejoicing.";"N4";"喜ぶ";"喜: 4"
"To Rejoice, To Become Happy, To Be Glad";"よろこぶ";"日本語を勉強することがあなたの人生で唯一の喜びだと聞いて、私達はとても嬉しく思っています。喜んでアドバイスするので、質問があればいつでも聞いてくださいね。";"We were so pleased to hear that studying Japanese is your only joy in life. We’d be happy to offer you some tips, so feel free to ask us any questions at anytime.";"N4";"喜ぶ";"喜: 4"
"Public Park, Park";"こうえん";"この通りを真っ直ぐ行くと、公園があります。";"If you go straight down this road, there’s a park.";"N5";"公園";"公: 2, 園: 2"
"Public Park, Park";"こうえん";"公園ですなあそびをしていたら、手が真っ黒になってしまった。";"I was playing with sand at a public park and it turned my hands as black as coal.";"N5";"公園";"公: 2, 園: 2"
"Public Park, Park";"こうえん";"「フグと一緒にいった公園、どうだった？」「正直今までに行った公園の中で一番楽しかったよ。」";"""So, how was the park you and Fugu went to?"" ""That was actually the most enjoyable park we’ve ever been to.""";"N5";"公園";"公: 2, 園: 2"
"Garden, Park";"えん, その";"保育園を建てる前に、労働者たちが地面を固めました。";"Laborers hardened the ground before building a daycare.";"N1";"園";"園: 2"
"Garden, Park";"えん, その";"リンゴ農園でリンゴを箱づめするアルバイトをしていました。";"I had a part-time job where I packed apples in boxes at an apple orchard.";"N1";"園";"園: 2"
"Garden, Park";"えん, その";"私は植物園の近くに住んでいます。";"I live near the botanical garden.";"N1";"園";"園: 2"
"To Know, To Be Aware Of, To Believe";"ぞんじる";"社員たちがしょうきゅうを要求していることは存じておりました。";"I was aware that workers were making demands for a pay raise.";"N2";"存じる";"存: 6"
"To Know, To Be Aware Of, To Believe";"ぞんじる";"つまが弟にお金の返さいを要求していたことは存じませんでした。";"I didn't know that my wife had demanded that my brother pay the money back.";"N2";"存じる";"存: 6"
"To Know, To Be Aware Of, To Believe";"ぞんじる";"年末でお忙しいとは存じますが、この記事を読んで頂ければ嬉しく存じます。";"I know that the end of the year is really busy, but I would appreciate it if you could read this article.";"N2";"存じる";"存: 6"
"Existence, Life, Survival";"せいぞん";"われわれの肉体は、生存のためにつねに水分を必要としている。";"Our bodies always need water for survival.";"N2";"生存";"生: 1, 存: 6"
"Existence, Life, Survival";"せいぞん";"その世界では、きょ人たちが人るい生存のきょういとなっていた。";"In that world, titans were threatening the existence of humanity.";"N2";"生存";"生: 1, 存: 6"
"Existence, Life, Survival";"せいぞん";"FBIは、生存者を求めて、夜通しトーフグのオフィスの中を捜索した。";"The FBI searched all night for the survivor in the Tofugu office.";"N2";"生存";"生: 1, 存: 6"
"To Protect, To Defend, To Obey";"まもる";"分からないかもしれませんが、かれはいつもあなたのそばにいて、あなたのことを守ってくれているんですよ。";"It may not seem like he's here, but he is always with you, protecting you.";"N3";"守る";"守: 3"
"To Protect, To Defend, To Obey";"まもる";"コウイチの犬は、コウイチを危険から守りました。";"Koichi's dog protected him from danger.";"N3";"守る";"守: 3"
"To Protect, To Defend, To Obey";"まもる";"いいか、わが愛犬よ、よく聞け。家族を守るのは、お前の責任だ。";"Listen to me, my dog. It’s your responsibility to defend your family.";"N3";"守る";"守: 3"
"Absence, Away From Home";"るす";"母は買い物に出かけているので、私と妹が留守番をしています。";"My mom is out shopping, so my sister and I are house sitting.";"N4";"留守";"留: 5, 守: 3"
"Absence, Away From Home";"るす";"コウイチの家にいってみたが、留守でした。";"I visited Koichi's house, but he was not there.";"N4";"留守";"留: 5, 守: 3"
"Absence, Away From Home";"るす";"私の夫は出張で留守がちです。夫が留守にしてる間、とても寂しいので、一日少なくとも五回は電話をします。";"My husband is always away from home because of his business trips. I get very lonely so I call him at least five times a day.";"N4";"留守";"留: 5, 守: 3"
"Truth, Reality";"しんじつ";"トーフグが、あるワニカニユーザーから５万ドルのそんがいばいしょうを要求されているというのは真実ですか？";"Is it true that Tofugu has claimed 50,000 dollars in damages from a WaniKani user?";"N1";"真実";"真: 3, 実: 3"
"Truth, Reality";"しんじつ";"真実のあいを見つけたいという私の希望は打ちくだかれてしまいました。";"My hope to find true love was destroyed.";"N1";"真実";"真: 3, 実: 3"
"Truth, Reality";"しんじつ";"真実から目を背けないで。結局マザコンだってこと、認めなさいよ。あんたのお母さんはあんたのことを愛しているし、あんたもお母さんのことを愛しているんでしょ。";"You’ve got to face the facts! Admit that you’re a momma’s boy after all. Your mother loves you and you love her too.";"N1";"真実";"真: 3, 実: 3"
"Specialty, Speciality, Area Of Study, Major";"せんもん";"それは私の専門外です。";"That's out of my area of study.";"None";"専門";"専: 6, 門: 2"
"Specialty, Speciality, Area Of Study, Major";"せんもん";"私の姉は、ペット専門の目医者です。";"My older sister is a specialty pet eye doctor.";"None";"専門";"専: 6, 門: 2"
"Specialty, Speciality, Area Of Study, Major";"せんもん";"私の専門は天文学です。新しい星を発見したいです。";"My specialty is astronomy. I want to discover new stars.";"None";"専門";"専: 6, 門: 2"
"Unhappiness, Misfortune, Misery, Death";"ふこう";"まるで不幸のどん底のようにいるような顔をしてるけど、大丈夫？";"You look as if you're in the depths of misfortune. Are you okay?";"N3";"不幸";"不: 4, 幸: 3"
"Unhappiness, Misfortune, Misery, Death";"ふこう";"家族に不幸があったので、明日、明後日会社を休ませてください。";"There was a death in my family. Can I take tomorrow and the day after off?";"N3";"不幸";"不: 4, 幸: 3"
"Unhappiness, Misfortune, Misery, Death";"ふこう";"不幸は仲間を好むってよく言うけど、それって私があなたと付き合っている理由をうまく説明しているよね。";"They say misery loves company, which explains why I’m dating you.";"N3";"不幸";"不: 4, 幸: 3"
"Happiness";"しあわせ";"末ながくお幸せにね。";"I wish you happiness for many years to come.";"N3";"幸せ";"幸: 3"
"Happiness";"しあわせ";"ビエトは、うらないしから今年中に幸せがおとずれると言われました。";"A fortune teller told Viet that happiness will come to him within the year.";"N3";"幸せ";"幸: 3"
"Happiness";"しあわせ";"「私はお金で幸せは買えると思います。何故なら、私は花火を見ていると幸せな気持ちになるからです。もし私が大金持ちだったら、毎日花火を楽しんでずっと幸せな気持ちでいられることができます。」彼女は幸せそうな口調でそう言った。";"""I think money can buy happiness because watching fireworks makes me happy. If I had a lot of money, I could enjoy fireworks every day and feel happy all the time,"" she said happily.";"N3";"幸せ";"幸: 3"
"Government";"せいふ";"アメリカ政府は、国きょうのぼうびを固めなくてはいけないと言っています。";"The U.S. government says that we must strengthen our defenses on the border.";"N3";"政府";"政: 5, 府: 4"
"Government";"せいふ";"政府は、自分たちのひみつは固く守るが、国民との約束はちっとも守らない。";"The government keeps their secrets very well, but they don't keep their promises to the people at all.";"N3";"政府";"政: 5, 府: 4"
"Government";"せいふ";"私達の記事が政府から出版を禁止されているなんて信じられません。トーフグには政府を批判する権利があります。";"We can’t believe that the government has prohibited our articles from being published. Tofugu has the right to criticize the government.";"N3";"政府";"政: 5, 府: 4"
"Bento, Box Lunch";"べんとう";"私のかばんの中には、さいふと、弁当と、タバコが一箱入っています。";"In my bag, there's a wallet, a bento, and a pack of cigarettes.";"N3";"弁当";"弁: 5, 当: 2"
"Bento, Box Lunch";"べんとう";"お弁当のおかずを少し残しておいて、子猫にあげました。";"I left some sides in my box lunch and gave them to a kitten.";"N3";"弁当";"弁: 5, 当: 2"
"Bento, Box Lunch";"べんとう";"明日あなたにお弁当作ってあげようと思うんだけど、何か苦手なものとかあるの？";"I think I’ll make a bento box for you tomorrow. Is there anything you’d prefer not to have?";"N3";"弁当";"弁: 5, 当: 2"
"Tokyo Dialect";"とうきょうべん";"東京弁は共通語とほとんど同じですよ。";"Tokyo dialect is almost the same as standard Japanese.";"None";"東京弁";"東: 2, 京: 2, 弁: 5"
"Tokyo Dialect";"とうきょうべん";"東京弁でしゃべってほしいというコウイチの要求をしりぞけました。";"I rejected Koichi's request that I speak in Tokyo dialect.";"None";"東京弁";"東: 2, 京: 2, 弁: 5"
"Tokyo Dialect";"とうきょうべん";"「ねえ、無料で東京弁のレッスンを受けたいんだけど。」「コウイチに聞けよ。アイツは何でもするぞ。」";"""I need to get some free Tokyo dialect lessons."" ""Ask Koichi. He’ll do anything.""";"None";"東京弁";"東: 2, 京: 2, 弁: 5"
"Dialect";"べん";"日本語で一番面白い方言は東北弁でしょうか？";"Is Tohoku dialect the most interesting Japanese dialect?";"None";"〜弁";"弁: 5"
"Dialect";"べん";"私は日本語の共通語も関西弁も話せるからバイリンガルなんですよ。";"I am bilingual because I can speak standard Japanese as well as the Kansai dialect.";"None";"〜弁";"弁: 5"
"Dialect";"べん";"博多弁で喋る女性はとても可愛いと思います。";"I think women who speak with a Hakata accent are really cute.";"None";"〜弁";"弁: 5"
"To Hurry";"いそぐ";"コウイチは急いでビエトに書きおきを残した後、トイレに一時間こもった。";"Koichi left a note for Viet in a hurry and stayed in the toilet for an hour.";"N4";"急ぐ";"急: 3"
"To Hurry";"いそぐ";"ビエトがか労でたおれたと聞いて、コウイチは病院へ急ぎました。";"Koichi heard that Viet broke down from working too much, so he hurried to the hospital.";"N4";"急ぐ";"急: 3"
"To Hurry";"いそぐ";"「もう！急いでよ！遅れちゃうわ。」「今起きたから、すぐ行くわ。」";"""Hey, hurry up! We’ll be late."" ""I just woke up, I’m coming.""";"N4";"急ぐ";"急: 3"
"Suddenly, Immediately, Abruptly";"きゅうに";"急に空からマッチ箱が一箱ふってきたんです。";"A matchbox abruptly dropped from the sky.";"N3";"急に";"急: 3"
"Suddenly, Immediately, Abruptly";"きゅうに";"えっ、クリステン！急にそんなことを言われても、困るよ...。";"Oh, Kristen! Even if you tell me something like that immediately, I'm at a loss...";"N3";"急に";"急: 3"
"Suddenly, Immediately, Abruptly";"きゅうに";"ファミリー・ガイは、急に馬鹿げた回想シーンを使うことで良く知られている。";"Family Guy is famous for its random and stupid flashbacks.";"N3";"急に";"急: 3"
"Sudden Death";"きゅうし";"父が急死した時、私は高校生でした。";"I was a high school student when my dad suddenly passed away.";"None";"急死";"急: 3, 死: 3"
"Sudden Death";"きゅうし";"昨日、上司が、のう出血のため急死しました。";"My superior died suddenly of a cerebral hemorrhage yesterday.";"None";"急死";"急: 3, 死: 3"
"Sudden Death";"きゅうし";"彼とはよく喧嘩になっちゃって、それが本当に嫌だったんだけど、今では喧嘩もできなくなっちゃってすっごく悲しいよ。まさかのう卒中で急死しちゃうなんて思ってもみなかったからさ。";"I often argued with my boyfriend and I hated it, but I even miss the arguments now. I never expected that he would drop dead from a stroke.";"None";"急死";"急: 3, 死: 3"
"Express";"きゅうこう";"けいさつは、はんざいげん場へ急行しました。";"The police officer hurried to the scene of the crime.";"N4";"急行";"急: 3, 行: 2"
"Express";"きゅうこう";"私にやさしくしてくれた人たちに、急行便でお礼の品を送りました。";"I sent thank you gifts via express mail to the people who were nice to me.";"N4";"急行";"急: 3, 行: 2"
"Express";"きゅうこう";"あーーーしまったーーーー。急行列車が行ってしまった。ってことは私の遅刻も確定だ。コウイチから受ける処罰がすんごく怖いんですけど。";"Oh noooooo! The express train left. Now I'm going to be late. I’m really scared of being punished by Koichi.";"N4";"急行";"急: 3, 行: 2"
"Politics, Government";"せいじ";"ついに、大学で政治を学ぶという私の長年の希望がかないました。";"My long held hope, which was to study politics in university, finally came true.";"N4";"政治";"政: 5, 治: 4"
"Politics, Government";"せいじ";"サーモンの政治に対する考えはとても保守的です。";"Salmon's attitude toward the government is very conservative.";"N4";"政治";"政: 5, 治: 4"
"Politics, Government";"せいじ";"ワシントンDCで起きている政治騒動なんてお構いなしに、トーフグは共和党と民主党の両地域で雇用を生み出している。";"Being mindful of the political turmoil occurring in Washington D.C., Tofugu has been creating employment for both the Republican and Democratic dominated regions.";"N4";"政治";"政: 5, 治: 4"
"To Write";"かく";"日本人でさえ漢字を書けなくなっている人がふえているので、ワニカニは漢字の読みと意味を重ししています。";"Even Japanese people are losing the ability to write, so WaniKani is just focusing on the readings and meanings of kanji.";"N5";"書く";"書: 2"
"To Write";"かく";"コウイチは、お世辞にも字を書くのが上手だとは言えません。";"Koichi's handwriting is far from being good.";"N5";"書く";"書: 2"
"To Write";"かく";"よっしゃ！今コウイチのフェイスブックアカウントをハッキングしてやったぜ！これから、コウイチのポストとして、何でも好きなことを書くことができる。へへへ。";"Yay! I just hacked into Koichi’s Facebook account. Now I can make Koichi’s posts whatever I want to write about. Hehehe.";"N5";"書く";"書: 2"
"To Cure, To Heal, To Ease";"なおす";"生理つうを治すにはアスピリンを飲むのがいいよ。";"You should take some aspirin to ease your period pain.";"N2";"治す";"治: 4"
"To Cure, To Heal, To Ease";"なおす";"ハーブりょう法でがんを治すことについて、どう思われますか？";"What do you think of curing cancer by using an herbal remedy?";"N2";"治す";"治: 4"
"To Cure, To Heal, To Ease";"なおす";"ビエトだけが、コウイチが怪我や病気を治すことができる不思議な力を持っていることを知っている。";"Only Viet knows that Koichi has strange powers that can heal injuries and sicknesses.";"N2";"治す";"治: 4"
"Complete Recovery, Completely Healed, Fully Recover";"ぜんち";"医者には、全治するのは難しいと思う、多分後いしょうが残るだろうって言われました。";"The doctor told me that it's difficult to recover completely and I'd probably have some permanent damage left over.";"None";"全治";"全: 3, 治: 4"
"Complete Recovery, Completely Healed, Fully Recover";"ぜんち";"交通きそくをきちんと守っていたのに、トラックにはねられて全治一年の大ケガをしました。";"Although I was observing the traffic rules strictly, I was hit by a truck and got a bad injury that would take a year to heal completely.";"None";"全治";"全: 3, 治: 4"
"Complete Recovery, Completely Healed, Fully Recover";"ぜんち";"ビエトが暴力団抗争で全治六カ月の重傷を負った時、コウイチは特殊治癒能力を使ってその傷を治した。";"When Viet suffered severe cuts from a gang war that would have normally taken six months to heal completely, Koichi healed him with his special healing powers.";"None";"全治";"全: 3, 治: 4"
"Incurability, Incurable";"ふじ, ふち";"不治のがんで、よ命三ヶ月だとせん告されました。";"I was diagnosed with an incurable cancer and I've been given three months to live.";"None";"不治";"不: 4, 治: 4"
"Incurability, Incurable";"ふじ, ふち";"私の息子は、不治ののうしっかんと戦っています。";"My son is fighting an irreversible brain disorder.";"None";"不治";"不: 4, 治: 4"
"Incurability, Incurable";"ふじ, ふち";"コウイチは一度不治の病に倒れ、「俺たちは必ず、また会えるよ」とビエトに言い残し亡くなったのですが、言葉通り次の日にはオフィスに出勤し、以前と全く同じように業務をこなしました。";"When Koichi fell incurably ill and died, his last words to Viet were, ""We will meet again."" True to his words, he came back to the office the next day and did everything the same as he had before.";"None";"不治";"不: 4, 治: 4"
"Meiji Era, Meiji Emperor, Meiji";"めいじ";"明治生まれのおばあちゃんは、生前は仏教の教えを熱心に守っていた。";"My grandma was born in the Meiji era, and she devotedly practiced the Buddhist teachings while she was alive.";"None";"明治";"明: 2, 治: 4"
"Meiji Era, Meiji Emperor, Meiji";"めいじ";"明治文学についての作文を書いています。";"I'm writing an essay about Meiji literature.";"None";"明治";"明: 2, 治: 4"
"Meiji Era, Meiji Emperor, Meiji";"めいじ";"明治時代の生活を描いたドラマを見ているんですが、当時は一万円が大金だったということに驚きました。";"I was watching a drama series about life in the Meiji period and I was surprised that ten thousand yen was a large amount of money back then.";"None";"明治";"明: 2, 治: 4"
"To Bathe In, To Be Exposed To";"あびる";"晩飯の前に、ひとっ風ろ浴びてくるよ。";"I'll go take a bath before dinner.";"N3";"浴びる";"浴: 4"
"To Bathe In, To Be Exposed To";"あびる";"放しゃ能を浴びるのが怖くて、この町ににげてきました。";"We were afraid of being exposed to radioactivity and we ran away to this town.";"N3";"浴びる";"浴: 4"
"To Bathe In, To Be Exposed To";"あびる";"フグは私に親友の天然鯛を紹介してくれました。鯛君は、深海に住んでいるので日光をあまり浴びないんだと言っていました。";"Fugu introduced me his best friend, Wild Red Sea Bream. He told me Sea Bream lives at great depths and is bathed in hardly any sunlight.";"N3";"浴びる";"浴: 4"
"Sunbathe";"にっこうよく";"トトロの大きなおなかの上に乗って日光浴がしたいです。";"I want to sunbathe on Totoro's big belly.";"None";"日光浴";"日: 1, 光: 2, 浴: 4"
"Sunbathe";"にっこうよく";"私は平日は日光浴だけで入浴はしない主ぎなんです。";"My policy is not to bathe, but to sunbathe on weekdays.";"None";"日光浴";"日: 1, 光: 2, 浴: 4"
"Sunbathe";"にっこうよく";"トーフグのワンコは、ベランダで日光浴をするのが大好きです。";"The Tofugu dog loves to sunbathe on the balcony.";"None";"日光浴";"日: 1, 光: 2, 浴: 4"
"Limited Express Train, Limited Express";"とっきゅう";"ノリで特急に乗ることに決めました。";"We decided, spur of the moment, to take the limited express.";"N4";"特急";"特: 4, 急: 3"
"Limited Express Train, Limited Express";"とっきゅう";"けんこうしんだんで、心電図に異常があったので、月曜日に特急に乗って大阪の大学病院まで行って、せいみつけんさを受けなければいけません。";"When I had my checkup, they found something unusual in my EKG, so I have to go back for a complete physical at a university hospital in Osaka via the limited express train on Monday.";"N4";"特急";"特: 4, 急: 3"
"Limited Express Train, Limited Express";"とっきゅう";"特急券を先に買っておいたので、今出れば三時五十分の特急に間に合うよ。";"I already got an express ticket for you, so if you leave now you can still catch the 3:50 express train.";"N4";"特急";"特: 4, 急: 3"
"Study Abroad, Studying Abroad";"りゅうがく";"「兄は親の言いつけを守らず、留学してしまいました。」「留学先はどこなんですか？」「アメリカです。」";"""My older brother didn't obey the orders of our parents and left to study abroad."" ""Where is his study abroad destination?"" ""It's in the U.S.""";"N3";"留学";"留: 5, 学: 1"
"Study Abroad, Studying Abroad";"りゅうがく";"留学先で、日本語を自然にしゃべる練習をたくさんしました。";"When I studied abroad, I practiced speaking Japanese naturally a lot.";"N3";"留学";"留: 5, 学: 1"
"Study Abroad, Studying Abroad";"りゅうがく";"約束を来週の日曜日にしていただけませんか？土曜日に、留学の書類を取りに日本総領事館に行かなければならなくなってしまって。";"Could we do our meeting on next Sunday? On Saturday I have to go to the Japanese Consulate General to get some study abroad documents.";"N3";"留学";"留: 5, 学: 1"
"Photo, Photograph, Picture";"しゃしん";"コウイチの高校時代の写真が流出してしまいました。";"Koichi's picture from high school was leaked.";"N5";"写真";"写: 3, 真: 3"
"Photo, Photograph, Picture";"しゃしん";"この写真、見て！お父さん、昔のまんま。変わったことと言えば、ちょっと太ったことくらいじゃない？";"Look at this photo. Dad hasn't changed at all since then. Well, he's gained some weight, but nothing else has changed, right?";"N5";"写真";"写: 3, 真: 3"
"Photo, Photograph, Picture";"しゃしん";"ご依頼のフグのヌード写真集を同封いたします。";"Enclosed are the nude photos of Fugu you requested.";"N5";"写真";"写: 3, 真: 3"
"Pitch Black, Pure Black";"まっくろ";"コウイチは真っ黒なニンニクが好きで、よくしたから血が出るまで食べています。";"Koichi loves pitch black garlic and he often eats it so much that his tongue bleeds.";"N2";"真っ黒";"真: 3, 黒: 2"
"Pitch Black, Pure Black";"まっくろ";"ビエトはハワイのビーチで真っ黒に日やけして、まるでこげたトーストのようでした。";"Viet got such a deep tan on the beach in Hawaii that he looked like burnt toast.";"N2";"真っ黒";"真: 3, 黒: 2"
