"Meaning";"Reading";Context Sentence JP;Context Sentence EN;"JLPT (by voc lvl)";"Item";"Joyo Grade"
"Go, Go Board Game";"いご";"彼は囲碁トーナメントの決勝に進みました。";"He advanced to the finals of the Go tournament.";"None";"囲碁";"囲: 4, 碁: 9"
"Go Board";"ごばん";"濡れ衣だよ。じいちゃんの碁盤を壊したのは俺じゃないよ。";"That’s a false accusation. I didn’t break grandpa’s Go board.";"N1";"碁盤";"碁: 9, 盤: 9"
"Go Parlor, Go Playing Parlor";"ごかいしょ, ごかいじょ";"今朝俺たちの碁会所を覗き見していた男を取っ捕まえてやったよ。";"I caught him peeping into our Go parlor this morning.";"None";"碁会所";"碁: 9, 会: 2, 所: 3"
"Concession, Settlement";"そかい";"昔の上海とフランス租界について知りたいのなら、彼がそれについては詳しいよ。";"If you want to know about the history of the Shanghai French Concession, he knows a lot about that.";"None";"租界";"租: 9, 界: 3"
"Taxes, Taxation";"そぜい";"田んぼには特定の租税が課されているんですか？";"Is there a specific tax for rice paddies? ";"None";"租税";"租: 9, 税: 5"
"Bubble, Foam";"あわ";"マリファナを一服した瞬間、男は口から泡を吹いて地面に倒れ込んだ。";"The moment he took a puff of marijuana, he fell to the ground foaming at the mouth.";"N3";"泡";"泡: 9"
"Air Bubble";"きほう";"一番最初にしなくちゃいけないことが、陶芸用の粘土から気泡を取り除くことです。";"The first thing we have to do is remove the air bubbles from the pottery clay.";"None";"気泡";"気: 1, 泡: 9"
"Foam, Bubble";"すいほう";"データを保存する前にブラウザがクラッシュしてしまったため、長文のメッセージを書いていた努力が水泡に帰してしまった。";"My browser crashed before I saved my data so my efforts to write a long message ended in failure.";"None";"水泡";"水: 1, 泡: 9"
"Foaming";"はっぽう";"発泡スチロールはこの袋に入れてもらってもいい？他のゴミとは分別して捨てるんだよね。";"Could you put the styrofoam in this plastic bag? We throw away the rest of the garbage separately. ";"None";"発泡";"発: 3, 泡: 9"
"Bad Habit, Habit";"くせ";"突き指が癖になってしまっているんです。";"I’ve fallen into the habit of spraining my fingers.";"N3";"癖";"癖: 9"
"Confinement, Imprisonment";"ゆうへい";"専業主婦になってからというもの、まるで捕虜になって、台所に幽閉されてでもいるかのようだわ。";"After becoming a housewife, it’s like I’ve become a war prisoner, confined to the kitchen.";"None";"幽閉";"幽: 9, 閉: 6"
"Ghost, Specter, Spectre, Phantom";"ゆうれい";"「今日、学校サボってゲーセン行こうぜ。人生は一度っきりだしな！」「そうかな。僕はよく幽霊を見るから、死後の世界を信じてるんだけど。」";"""Let’s skip school and go to the arcade today. YOLO!"" ""I don’t think so. I see ghosts all the time, so I believe in a world after death.""";"N1";"幽霊";"幽: 9, 霊: 9"
"Favorite Phrase, Catchphrase, Habit Of Saying";"くちぐせ";"「何々が旬の季節です」ってあのシェフの口癖だよね。";"That chef’s catchphrase is, ""Such and such is in season.""";"None";"口癖";"口: 1, 癖: 9"
"Tempering, Forging, Training";"たんれん";"発音が一晩で上手くなる人なんていません。発音を上達させるには、継続的かつ正しい鍛錬が必要です。";"Nobody can get perfect pronunciation overnight. To improve your pronunciation you need continuous and proper training.";"None";"鍛錬";"鍛: 9, 錬: 9"
"Alchemy";"れんきんじゅつ";"ある錬金術士が鉛を金に変えようとして失敗した日、外は雨がザザ降りでした。";"The rain poured down outside on the day the alchemist utterly failed at transforming lead into gold.";"None";"錬金術";"錬: 9, 金: 1, 術: 5"
"To Forge, To Temper, To Train, To Discipline";"きたえる";"生まれたての頃からミッチリ鍛えたおかげで、息子は今ピアノの天才児と呼ばれています。";"Thanks to the strict training I’ve given him since birth, my son is now called a child prodigy at piano.";"N1";"鍛える";"鍛: 9"
"Head Of Plant, Ear Of Plant";"ほ";"私達はお腹がペコペコだったので、麦の穂を集めてそのまま生で食べたんです。";"We were so hungry that we gathered ears of wheat and ate them raw.";"N1";"穂";"穂: 9"
"Head Of Rice, Ear Of Rice";"いなほ";"お米は私達の主食ですが、だからといって日本人全員が風に靡く美しい金色の稲穂を見た事がある訳ではありません。";"Rice is our staple food, but that doesn’t mean all Japanese people have seen beautiful, golden ears of rice bowing in the breeze.";"None";"稲穂";"稲: 9, 穂: 9"
"Emperor";"こうてい";"皇帝はお酒には目がない。";"The emperor has a weakness for sake.";"None";"皇帝";"皇: 6, 帝: 9"
"Japanese Emperor, Emperor Of Japan";"みかど";"人々は、帝がお出でになるということで、国旗を掲げました。";"People hung the national flag for the Japanese Emperor’s visit.";"None";"帝";"帝: 9"
"Empire";"ていこく";"トーフグ帝国では、殺人事件の時効は廃止されました。";"The statute of limitations for murder was abolished in the Tofugu Empire.";"None";"帝国";"帝: 9, 国: 2"
"Imperial Government, Imperialism";"ていせい";"ローマ帝政時代、皇帝はその村の人達に目をつけていました。";"In the time of the Roman Empire, the emperor was keeping an eye on the village people.";"None";"帝政";"帝: 9, 政: 5"
"To Blink, To Flicker, To Twinkle";"またたく";"辺りの景色は瞬く間に雪に覆われ、真っ白になった。";"The landscape was covered by snow in a flash and everything turned white.";"None";"瞬く";"瞬: 9"
"An Instant, Instant, Moment";"しゅんかん";"蜘蛛の巣にぶつかった瞬間に、人は突然空手の達人へと変身する。";"The moment they walk into a spider web, people suddenly turn into karate experts.";"N3";"瞬間";"瞬: 9, 間: 2"
"Moment, Instant";"しゅんじ";"言いたかったことを彼が瞬時にズバッと言ってくれたので、とても感心しました。";"I was so impressed with him when he said that at the moment I was going to say it.";"None";"瞬時";"瞬: 9, 時: 2"
"White Chrysanthemum";"しらぎく";"家の前に大量の白菊を並べるなんて、迷惑行為以上のことだよ。だって、白菊は日本では死者を弔う花だからね。言ってる意味が分かりますか？";"Placing a bunch of white chrysanthemums in front of a house is more than just a nuisance because they are used to mourn the dead in Japan. Do you get what I’m saying?";"None";"白菊";"白: 1, 菊: 9"
"Exaggeration, Hyperbole";"こだい";"四人に一人が広告は誇張されていると思っていることは知っていますが、私は全部が全部誇大広告ではないと思うんです。";"I know one in four people think advertising is exaggerated, but I don’t think all advertisements are an exaggeration.";"None";"誇大";"誇: 9, 大: 1"
"A Blink, Blink";"まばたき";"瞬きせずに、この絵を見続けてください。";"Don’t blink and just keep looking at the picture please.";"N1";"瞬き";"瞬: 9"
"An Instant, A Moment";"いっしゅん";"「お前には捕まらないぞ！」「捕まえたっ！」「うわっ！速い！一瞬だったな。でも、大人げないよ。子どもなんだからもう少し手加減してよ。」";"""You’ll never catch me!"" ""Gotcha!"" ""What! That was fast! You caught me in an instant, but that’s childish. You should go a little easier on your kid.""";"N3";"一瞬";"一: 1, 瞬: 9"
"To Be Proud Of, To Boast Of";"ほこる";"この短編映画では、日本が世界に誇るロボット産業をテーマとしています。";"This short film is about the robotics industry that Japan boasts of to the world.";"N1";"誇る";"誇: 9"
"Exaggeration";"こちょう";"レビューで今までで最高のカメラだとか何とか書かれてたけど、それはやっぱり誇張だったね。";"The review said that it was the best camera ever, but it was an exaggeration just like I thought.";"N1";"誇張";"誇: 9, 張: 5"
"Manor";"しょうえん";"庄園制度導入への準備は全て整っています。";"Everything is in order for the introduction of manorialism.";"None";"庄園";"庄: None, 園: 2"
"To Thwart, To Hamper, To Prevent";"はばむ";"誰かが、彼が今日娘さんを連れてバージンロードを歩くのを阻もうとしているようなんです。";"It seems like someone is trying to prevent him from walking his daughter down the aisle today.";"N1";"阻む";"阻: 9"
"Obstruction, Hindrance";"そし";"その証人が法廷で証言するのを、何としてでも阻止するんだ。";"Do whatever it takes to prevent that witness from testifying in court.";"N1";"阻止";"阻: 9, 止: 2"
"Obstruction, Inhibition";"そがい";"カフェインを含む飲み物は、睡眠を阻害します。";"Drinks containing caffeine inhibit sleep.";"None";"阻害";"阻: 9, 害: 4"
"To Shut Up, To Be Silent";"だまる";"どうしたの？どうして黙っているの？";"What’s the matter? Why are you so quiet?";"N3";"黙る";"黙: 9"
"Silence, Hush, Awkward Silence";"ちんもく";"気まずい沈黙の後、私は塩の入った小瓶を掴みました。";"There was an awkward silence and I grabbed a salt shaker.";"N1";"沈黙";"沈: 9, 黙: 9"
"Ignoring";"もくさつ";"警察はその地域では多くの犯罪を黙殺しています。";"The police ignore most of the crime in this area.";"None";"黙殺";"黙: 9, 殺: 4"
"Sack, Straw Bag, Straw Sack";"たわら";"俵先生は、自分の名前が俵なので、あの金の米俵のキーホルダーを鞄に付けていると言っていましたよ。";"Tawara-sensei told us that her name means straw bag and that’s why she has a gold straw rice-bag keychain on her bag.";"None";"俵";"俵: 5"
"Ring, Sumo Ring, Arena, Sumo Arena";"どひょう";"誰かが土俵にパンの欠片を投げ込みました。";"Someone threw a piece of bread into the sumo arena.";"N1";"土俵";"土: 1, 俵: 5"
"Cotton Plant, Cotton Material";"わた, めん";"綿菓子が大好きなんです。";"I love cotton candy.";"N3";"綿";"綿: 5"
"Cotton Plant, Cotton Material";"わた, めん";"手芸用の綿はどこで買えますか？";"Where can I buy cotton material for handicrafts? ";"N3";"綿";"綿: 5"
"Cotton Plant, Cotton Material";"わた, めん";"ヌイグルミから綿がはみ出ている。";"The cotton is sticking out of this stuffed animal";"N3";"綿";"綿: 5"
"Cotton Cloth, Cotton Material";"めんぷ";"水をよく吸収するので、私は綿布を布巾に使います。";"I use a cotton cloth as a dish towel because it absorbs water well.";"None";"綿布";"綿: 5, 布: 5"
"Construction, Building";"かせつ";"今まで一度も橋梁を架設したことがありません。";"I’ve never built a bridge before.";"None";"架設";"架: 9, 設: 5"
"Bookshelf, Bookcase";"しょか";"わっ！うちの父さん、お前のと全く同じ書架を持ってるぜ。お前もIKEAで買ったの？";"Wow! My dad has the exact same bookshelf as you. Did you buy it at IKEA?";"None";"書架";"書: 2, 架: 9"
"Stretcher, Litter";"たんか";"あそこ家の息子さん、交通事故に巻き込まれて担架で病院に担ぎ込まれたんだけど、結局植物状態になっちゃったんだって。";"Their son was in a car accident and was carried to the hospital on a stretcher, but he ended up in a vegetative state.";"N1";"担架";"担: 6, 架: 9"
"View, Scene, Prospect";"ながめ";"シャワーの後、髪の毛が半乾きのまましばらく部屋の窓からの眺めを見つめていました。";"After taking a shower, she was staring at the view out her bedroom window for a short while with her hair still damp.";"N3";"眺め";"眺: 9"
"Tiredness, Fatigue";"つかれ";"うちの町が大雪に見舞われて、昨日は一日中雪かきしなきゃいけなかったんだよ。もう疲れてクタクタだよ。";"Heavy snow hit my town and I had to shovel it all day yesterday. I’m already worn out.";"N3";"疲れ";"疲: 9"
"To Moisten, To Dampen";"しめらせる";"唇を舐めて湿らせることは、結局その後乾燥させてしまうことになりうるので、あまりいいことではありません。";"Licking your lips to moisten them isn’t good because it can actually dry them out instead.";"None";"湿らせる";"湿: 9"
"To Smash, To Break";"くだく";"クッキーが粉々になるまで、伸ばし棒で叩いて砕きました。";"I smashed the cookies with a rolling pin until they were broken into small pieces.";"N2";"砕く";"砕: 9"
"Rubble, Broken Stone";"さいせき";"この道は現在砕石舗装工事中です。";"This road is currently being paved.";"None";"砕石";"砕: 9, 石: 1"
"Pulverization, Smashing";"ふんさい";"私の従兄弟は、転んで左足の膝のお皿を粉砕骨折しました。";"My cousin fell and got a comminuted fracture in his left kneecap.";"None";"粉砕";"粉: 4, 砕: 9"
"To Be Sticky, To Persevere";"ねばる";"ええっ！あのセールスマンまだうちの母ちゃんと話をしてるよ。粘るね〜！";"Wow! That salesman is still talking to my mom. How persistent!";"N1";"粘る";"粘: 9"
"Clay";"ねんど";"粘土を買おうかなと思ってるの？";"Are you thinking of buying some clay?";"None";"粘土";"粘: 9, 土: 1"
"Cohesion, Adhesion, Adhesive";"ねんちゃく";"どうして粘着テープを宝石箱に仕舞っているの？";"Why do you keep the adhesive tape in your jewelry box?";"None";"粘着";"粘: 9, 着: 3"
"Makeup, Cosmetics";"けしょう";"出産後お肌の調子が悪くってさ〜。前に言ってたおススメの化粧品の名前教えてくれない？";"My skin has gotten worse since I gave birth. What was that cosmetic brand you recommended before?";"N3";"化粧";"化: 3, 粧: 9"
"To Deceive, To Swindle, To Delude";"あざむく";"孝志は彼女をうまく欺いた。";"Takashi successfully deceived his girlfriend.";"N1";"欺く";"欺: 9"
"Fraud, Swindling, Scam";"さぎ";"色々な詐欺の手口について知りたいなら、ジェニーに聞いたらいいよ。";"If you want to know various swindling tricks, you should ask Jenny.";"N1";"詐欺";"詐: 9, 欺: 9"
"Fraud, Swindling, Scam";"さぎ";"うちのお婆ちゃん、オレオレ詐欺にあって、百万円を騙し取られたんだ。";"My grandmother was cheated out of one million yen in an imposter scam.";"N1";"詐欺";"詐: 9, 欺: 9"
"Fraud, Swindling, Scam";"さぎ";"詐欺を働いて告訴された経験はおありですか。";"Have you ever been accused of committing fraud?";"N1";"詐欺";"詐: 9, 欺: 9"
"Swindle, Cheat, Defraud, Rip-Off";"さしゅ";"私は偽の売買契約書で、お金を詐取されました。";"My money was swindled by a forged title deed.";"None";"詐取";"詐: 9, 取: 3"
"Misrepresentation, False Statement";"さしょう";"庭師は彼女が年齢を詐称していることにすぐに気がつきましたが、何も言いませんでした。";"The gardener immediately recognized the misrepresentation of her age but didn’t say anything.";"None";"詐称";"詐: 9, 称: 9"
"Fog, Mist";"きり";"七夕の日、朝は霧がかかっていましたが、お昼には晴れました。";"On the day of Tanabata it was foggy in the morning, but it cleared up by noon.";"N3";"霧";"霧: 9"
"Thick Fog, Black Veil, Covered Up";"くろいきり";"ホームステイ先のお父さんが、今日の夕飯の際に黒い霧事件について説明をしてくれました。";"My home stay father explained the Black Mist Scandal to me at dinner tonight.";"None";"黒い霧";"黒: 2, 霧: 9"
"Morning Fog";"あさぎり";"チャリティーオークションで、朝霧から山々が浮き出ている素晴らしく美しい絵を落札しました。";"At a charity auction I made a successful bid on an incredibly beautiful painting of mountains breaking through the morning fog.";"None";"朝霧";"朝: 2, 霧: 9"
"Willow, Weeping Willow";"やなぎ";"あの居酒屋の柳模様の暖簾が好きなのよね。";"I like the willow design on that Izakaya restaurant’s curtain.";"None";"柳";"柳: 9"
"Red Light District";"かりゅう";"彼は花柳小説の有名な著者ですよ。";"He’s a famous author of red-light district novels.";"None";"花柳";"花: 1, 柳: 9"
"Comic Haiku";"せんりゅう";"ここにあなたの川柳を書いてもらえませんか？";"Could you write your senryu here?";"None";"川柳";"川: 1, 柳: 9"
"Ise";"いせ";"伊勢神宮には、一度行ってみた方がいいよ。";"You should go see the Ise Shrine once. ";"None";"伊勢";"伊: None, 勢: 5"
"Elegance, Dandyism, Sophistication";"だて";"伊達巻きはおせち料理の中で私が好きなものの一つです。";"Of all the food served during the Japanese New Year, rolled omelette is one of my favorites.";"None";"伊達";"伊: None, 達: 4"
"Aid, Help, Assistance";"ほさ";"私はトーフグ営業部の補佐として働きました。";"I worked as an assistant in the Tofugu sales department.";"None";"補佐";"補: 6, 佐: 9"
"Colonel, Navy Captain";"たいさ";"大佐にお会いできるのを楽しみにしています。";"I’m looking forward to meeting the colonel.";"None";"大佐";"大: 1, 佐: 9"
"Major, Lieutenant Commander";"しょうさ";"その少佐は、大佐に飲み物を奢ると言ってきかなかった。";"The lieutenant insisted on buying the colonel a drink.";"None";"少佐";"少: 2, 佐: 9"
"Lieutenant Colonel, Navy Commander";"ちゅうさ";"中佐は、日本への移住に反対することを決めた。";"The lieutenant colonel decided against immigrating to Japan.";"None";"中佐";"中: 1, 佐: 9"
"Shaku, Japanese Foot";"しゃく";"うちのチワワに二平方尺の犬小屋を作ってあげました。";"I made a two square foot dog house for our Chihuahua.";"None";"尺";"尺: 6"
"Tape Measure, Measuring Tape";"まきじゃく";"この巻尺で胸囲を測るのを手伝ってもらえませんか。";"Could you help me get my chest measurement with this tape measure?";"None";"巻尺";"巻: 6, 尺: 6"
"Pity, Sorrow, Grief";"あわれ";"衣食住もままならない彼らの事を哀れに思います。";"I pity them because they don’t have enough food, clothing, or shelter.";"N3";"哀れ";"哀: 9"
"Pitiful, Poor, Pitiable, Pathetic";"かわいそう";"お酒を付き合い程度にしか飲まない人のこと、なんだか可哀想だなって思うんだよね。";"I think it’s a little pathetic to be a social drinker.";"N1";"可哀想";"可: 5, 哀: 9, 想: 3"
"Sorrow, Grief, Sadness";"ひあい";"ベーコンを取り上げられたプードルは、悲哀と悲しみに満ちた声でクーンクーンと鳴いていました。";"The poodle, whose bacon had been taken away, was whining with a voice full of sorrow and grief.";"None";"悲哀";"悲: 3, 哀: 9"
"Lips";"くちびる";"たらこ唇にコンプレックスを感じるって言うけど、僕は君の唇、とっても可愛いと思うよ。";"You say you have an inferiority complex about your pouty lips, but I find them really cute.";"N2";"唇";"唇: 9"
"Lower Lip, Bottom Lip";"したくちびる, かしん";"赤ちゃんは、木綿のミトンをしていたにも関わらず、下唇を引っ掻いてしまった。";"Even though the baby was wearing cotton mittens, he still scratched his lower lip.";"None";"下唇";"下: 1, 唇: 9"
"Lower Lip, Bottom Lip";"したくちびる, かしん";"「お金が無いから、今週は外食出来ないの。」と言って、瞳は下唇をかんだ。";"""I can’t eat out this week because I’m broke."" Hitomi said, biting her bottom lip.";"None";"下唇";"下: 1, 唇: 9"
"Lower Lip, Bottom Lip";"したくちびる, かしん";"古代鮫ヘリコプリオン、とにかく下唇がすごいから、一度ググってみて！";"The bottom lip of the ancient shark Helicoprion is just amazing. You should Google it!";"None";"下唇";"下: 1, 唇: 9"
"Upper Lip, Top Lip";"うわくちびる, じょうしん";"疲れると、上唇がよく腫れちゃうんですよね。";"When I’m tired my upper lip usually swells.";"None";"上唇";"上: 1, 唇: 9"
"Wall, Fence";"へい";"ブロック塀の取付け費用がいくらかかるのかが知りたいんですが。";"I want to know how much concrete-block wall installation will cost.";"N3";"塀";"塀: 9"
"Mud Wall, Earthen Wall";"どべい";"あなたの家の土塀をよじ登っている人がいたので、それをお知らせするためにお電話させて頂きました。";"I’m calling to let you know that I noticed someone climbing up your mud wall.";"None";"土塀";"土: 1, 塀: 9"
"Shooting Down, Shooting Down An Aircraft";"げきつい";"iPhoneで軍事飛行機がヘリコプターを撃墜する瞬間を撮影しました。";"My iPhone captured the moment that the military plane shot down the helicopter.";"None";"撃墜";"撃: 9, 墜: 9"
"Falling, Crashing";"ついらく";"あのジェット機の墜落は人為的ミスが原因だったと思う？";"Do you think that jet crashed due to human error?";"N1";"墜落";"墜: 9, 落: 3"
"Lack, Deficiency";"けつじょ";"ビタミンB1が欠如すると、脚気になるかもしれないですよ。";"A Vitamin B1 deficiency might cause beriberi.";"None";"欠如";"欠: 4, 如: 9"
"Suddenly, All Of A Sudden";"とつじょ";"彼女が突如彼をセクハラで訴え始めたのには理由があります。";"There is a reason for her sudden accusations of sexual harassment.";"N1";"突如";"突: 9, 如: 9"
"Old Woman, Elderly Woman";"ろうば";"あの老婆は絶対に賭博を認めようとしないんだ。";"That old woman will never approve of gambling.";"None";"老婆";"老: 4, 婆: 9"
"Grandmother, Old Woman, Old Lady";"おばあさん";"この度は本当にご愁傷様です。あなたのお婆さんはとても素敵な人だったので、あなたのお爺さんの代わりに私が一緒にいられればいいのにといつも願っていたほどですよ。残念ながら願いは叶いませんでしたがね。";"I am so sorry for your loss. Your grandmother was such a nice lady that I always wished she was with me instead of your grandfather. Sadly, my wish never came true.";"None";"お婆さん";"婆: 9"
"Cliff";"がけ";"崖っぷちではさすがに携帯圏外だったわ。";"Of course my phone had no reception at the edge of the cliff.";"N1";"崖";"崖: 9"
"Dish Cloth, Tea Towel";"ふきん";"誰かが棒のてっぺんに、日の丸の代わりに布巾をはためかせたみたいですね。";"It seems that somebody put a dish cloth on top of the pole instead of the national flag of Japan.";"N1";"布巾";"布: 5, 巾: 9"
"Dust Cloth, House Cloth";"ぞうきん";"コウイチに雑巾を売り込もうと電話を掛けたんだけど、全く相手にされなかったよ。";"I called Koichi trying to sell him our dust cloth, but he didn’t want anything to do with me.";"N2";"雑巾";"雑: 5, 巾: 9"
"Hat, Cap";"ぼうし";"こないだ海でフグって名前のめちゃくちゃ大きい男に会ったんだけど、その人シルクハットみたいな帽子被っててさぁ、…あ、そういう感じの帽子、分かる？";"The other day I met this ridiculously big man named Fugu in the ocean and he was wearing something that looked like a top hat, you know that kind of hat?";"N5";"帽子";"帽: 9, 子: 1"
"Money, Currency, Coinage";"かへい";"私は実は、昔の貨幣の収集家なんです。";"I’m actually a collector of old coins.";"N1";"貨幣";"貨: 4, 幣: 9"
"Paper Money, Notes, Bills";"しへい";"アメリカに行くと、お財布に紙幣がギッシリ入るのでお金持ちになった気がするんですよね。まあ、それは全部一ドル札なんですが。";"Whenever I go to America I feel like I’m rich with all the money in my wallet. Though, they are all one dollar bills.";"N2";"紙幣";"紙: 2, 幣: 9"
"To Hold A Grudge";"うらむ";"どうしてあのスタントマンを恨んでいるんだい？";"Why do you have a grudge against that stuntman?";"N2";"恨む";"恨: 9"
"Regret, Regretful, Contrition, Remorse";"つうこん";"痛恨のミスをしてしまい、彼にアドバイスしてもらうはめになりました。";"I made a mistake I regret and ended up asking him for advice.";"None";"痛恨";"痛: 6, 恨: 9"
"To Hate, To Detest";"にくむ";"私は母を憎んだが、母も同様に私のことを憎んでいました。";"I hated my mom and she hated me just the same.";"N2";"憎む";"憎: 9"
"Love And Hate";"あいぞう";"この愛憎の入り混じった気持ちをコントロールするのはもう無理だよ。";"I can’t control these mixed feelings of love and hate anymore.";"N1";"愛憎";"愛: 4, 憎: 9"
"To Rest, To Relax";"いこう";"この山小屋でちょっと憩わないか。";"Why don’t we rest for a bit in this hut?";"None";"憩う";"憩: 9"
"Rest, Break, Recess, Intermission";"きゅうけい";"今までに、休憩を取ることを考えたことはありますか。";"Have you ever thought about taking a break?";"N3";"休憩";"休: 1, 憩: 9"
"To Fan";"あおぐ";"重ね着しすぎてすごく暑いんだけど、ちょっと私に向かって扇いでくれない？";"I’m wearing too many layers and it’s so hot. Could you fan me?";"N2";"扇ぐ";"扇: 9"
"Electric Fan, Electronic Fan";"せんぷうき";"時計のチクタクという音と、扇風機のブーンという音しか聞こえなかった。";"The only thing I could hear was the sound of the clock ticking and the whirring of the electric fan.";"N2";"扇風機";"扇: 9, 風: 2, 機: 4"
"Folding Fan, Traditional Paper Fan, Paper Fan";"せんす";"この扇子は特価で買ったんですよ。";"I bought this folding fan on special.";"N2";"扇子";"扇: 9, 子: 1"
"Front Door, Door, Gate, Front Page";"とびら";"おい、ふざけている場合か！扉を開けろ！";"Hey, this isn’t funny! Open the door!";"N1";"扉";"扉: 9"
"Doors Of A Gate, Gate Doors";"もんぴ";"私が門扉の前で待っていると、誰かが割り込んできました。";"When I was waiting in front of the gate doors someone cut in front of me.";"None";"門扉";"門: 2, 扉: 9"
"Book Illustration";"さしえ";"アイツの話によると、彼女、本の挿絵を描いてるんだってさ。";"According to him, she draws illustrations for books.";"None";"挿絵";"挿: 9, 絵: 2"
"Episode";"そうわ";"挿話を十カテゴリーに分類する予定です。";"We are going to sort these episodes into ten categories.";"None";"挿話";"挿: 9, 話: 2"
"Insertion";"そうにゅう";"このパラグラフの間にアヤのイラストを挿入するのはどうでしょうか。";"Why don’t we insert Aya’s illustration between these paragraphs?";"None";"挿入";"挿: 9, 入: 1"
"Palm Of One's Hand, Palm";"てのひら";"掌サイズの小さな電子辞書を買いました。";"I bought a small, palm-sized electronic dictionary.";"N1";"掌";"掌: 9"
"Train Conductor";"しゃしょう";"車掌は、乗客たちを待たせていることについて、お詫びをした。";"The train conductor apologized to the passengers for keeping them waiting.";"N2";"車掌";"車: 1, 掌: 9"
"Grasping, Seizing, Holding";"しょうあく";"恐らく気づいていないと思うが、コウイチ大統領は全てを掌握しているんだよ。";"You probably haven’t noticed, but president Koichi holds absolute power.";"None";"掌握";"掌: 9, 握: 9"
"To Drip";"したたる";"彼の額から、血が滴り落ちました。";"The blood dripped from his forehead.";"None";"滴る";"滴: 9"
"Drop Of Water, Water Drop";"すいてき";"車の窓には水滴がついています。";"Water droplets are beading on the car windows.";"N2";"水滴";"水: 1, 滴: 9"
"Intravenous Drip, IV Drip, Raindrops, Falling Drops Of Water";"てんてき";"点滴を受けた後、彼は綿密な診察を受けました。";"After getting an IV drip, he was thoroughly examined.";"None";"点滴";"点: 2, 滴: 9"
"To Cook, To Boil, To Cook Grains";"たく";"ご飯を炊きながら、妹は私に家計が火の車だとぼやきました。";"My sister grumbled to me about how the family is in extreme poverty while she cooked rice.";"N2";"炊く";"炊: 9"
"Cooking For Oneself";"じすい";"忙しいけど、ちゃんと自炊してるよ。実際、昨日の夜はラタトゥイユっていう野菜の煮込み料理を作ったよ。";"I’ve been busy, but I do cook for myself. In fact, last night I made a stewed vegetable dish called ratatouille.";"None";"自炊";"自: 2, 炊: 9"
"Cooking, Culinary Arts";"すいじ";"僕たちは、炊事をする男を雇った。";"We hired a man to do kitchen work.";"N2";"炊事";"炊: 9, 事: 3"
"Rice Cooker";"すいはんき";"私達はみんな、剛志が炊飯器を買うのを楽しみにしています。";"We are all looking forward to Takeshi buying a rice cooker.";"None";"炊飯器";"炊: 9, 飯: 4, 器: 4"
"Refreshing, Fresh, Invigorating, Eloquent";"さわやか";"爽やかなイケメンが横を通り過ぎたので、思わず三度見をしちゃいました。";"An eloquent hunk passed by me and I had to do a triple-take.";"N1";"爽やか";"爽: 9"
"Counter For Tatami Mats, Tatami Mat Counter";"じょう";"10.5畳で毎月のお家賃が一万円のこの部屋は、早い者勝ちの物件です。";"This ten and a half mat room for just 10,000 yen a month is a first come, first served deal.";"None";"〜畳";"畳: 9"
"Tatami Mat, Tatami";"たたみ";"私は畳の上に脱ぎ捨てられた、表裏が逆になった皺々のワイシャツを見つけました。";"I found his inside out, wrinkled dress shirt on the tatami where he threw it.";"N1";"畳";"畳: 9"
"Clarity, Clearness";"めいりょう";"さすがベテランアナウンサーなだけあって、彼女はとてもよく聞き取れる明瞭な声でその質問に答えました。";"As one would expect from a veteran announcer like her, she answered the question in an easy to understand, clear voice.";"N1";"明瞭";"明: 2, 瞭: 9"
"Chopsticks";"はし";"口コミがあっという間に広がって、その折りたたみ式の陶器のお箸はとても人気が出ました。";"Word of mouth spread rapidly and the foldable ceramic chopsticks became really popular.";"N2";"箸";"箸: 9"
"Splittable Chopsticks, Splittable Wood Chopsticks";"わりばし";"日本の首相を歓迎するために、通りは割り箸で飾られました。";"The streets were decorated with chopsticks to welcome the Japanese prime minister.";"None";"割り箸";"割: 6, 箸: 9"
"Torso, Abdomen, Waist";"どう";"剣道の試合で、コウイチは竹刀で相手の胴を完璧に討ち取りました。";"In a kendo match, Koichi hit the lower part of the opponent’s torso perfectly with his bamboo sword.";"N1";"胴";"胴: 9"
"Body, Trunk, Torso";"どうたい";"君は今までみた中で一番胴体が長いよ。";"You have the longest torso I’ve ever seen.";"None";"胴体";"胴: 9, 体: 2"
"Core, Wick, Pencil Lead, Marrow";"しん";"お買い得だったので、HBのシャー芯を百ケース買いました。";"I bought one hundred cases of HB mechanical pencil lead because they were at a bargain price.";"N2";"芯";"芯: 9"
"Rainbow";"にじ";"はためく日本国旗の上には、美しい虹が掛かっていた。";"There was a beautiful rainbow above the fluttering Japanese flag.";"N2";"虹";"虹: 9"
"Rainbow Colored";"にじいろ";"虹色の山葵を購入してみたんですが、味はまんま山葵ですね。";"I purchased rainbow colored wasabi but it tastes just like regular wasabi.";"None";"虹色";"虹: 9, 色: 2"
"Young Lady, Miss, Daughter";"おじょうさん";"部長のお嬢さんは確か歌手志望じゃなかったですっけ？";"Isn’t the manager’s daughter a wannabe singer?";"N4";"お嬢さん";"嬢: 9"
"Barefoot";"はだし";"水虫になりたくないなら、スリッパを裸足で履かない方がいいですよ。";"You shouldn’t wear slippers barefoot if you don’t want to get athlete’s foot.";"N1";"裸足";"裸: 9, 足: 1"
"Certain, Unmistaken, Obvious";"まぎれもない";"彼女は紛れもない田舎っぺの女の子だ。";"She is an unmistakable country bumpkin girl.";"None";"紛れもない";"紛: 9"
